label,text
Culture,"Magda Mkrtchyan from the accident to the Pope an emotional Obraztsova and a surprised Pavarotti   Ara Dinkjian with The Secret Trio and New York Gypsy AllStars Live at Princeton University   Constantine Orbelian Sunday Gala Concert showed that we have talented and wonderful voices to expand our repertoire   Alexey Shors music played in Armenia   The story of B Artin Haig FDRs photographer   An animation film on equal rights to military education in Armenia is produced   Miqayel Voskanyan and Friends bring dynamism from Armenia to the modern folk scene   GermanArmenian Ice Rain in Hanover   Pianist Karin Poghosyan on staying positive and rerforming on Patreon   The Promise to be added to Netflix,"
Culture,"In the eighth grade I bought a selfinstruction book for the Armenian language and learned to read write and speak Legend of Russian makeup artist Nanara Berezina   Delos releases new recording of Komitas Divine Liturgy for mixed choir by Vache Sharafyan   Around  people followed Music  International Festival in Armenia   Alexander Ghindin I was glad to accept the invitation to participate in the Music  festival   Armenia through the eyes of the EU Ambassador   Carlo Coppola Us Armenians are not children of war   This book is a gripping account of the royal life and fate of this audacious Hellenistic king who has left an everlasting mark in the annals of history New book published on Tigran the Great   Armenia can become a participant of the greatest international projects at the initiative of President Armen Sarkissian the STARMUS VI Festival of science and arts will take place in Armenia   Promising translations   Andre sings Sari Aghjik at Los Angeles protests against Azerbaijan,"
Culture,"Gianni Ephrikian We are proud of our Armenian origins and our names   I see wings Documentary ballad from An Armenian trilogy   Armenian is a beautifully unique language   The Voice Australia Armenias Masha Mnjoyan through to Showdowns   Gorkys works on sale at virtual Art Basel   ATP Calouste Gulbenkian Foundation translate building bridges into Armenian   Shant Bajac releases first single Dle Yaman   One can hardly overestimate the power of your art which has its source in the philosophy of vital energy transfer Third President of the RA Serzh Sargsyan congratulates poet Razmik Davoyan on th birth anniversary   Agn is In ruins the nightingale doesnt sing Songs of pain of Genocide in Turkey   Schools should include Roma and Traveller history in teaching curricula,"
Culture,"Armenian qanun player the head competitor at the World Folk Vision Global Cultural Initiative   Young Armenian saxophone player wins top award at Spanish online music contest   Mayor of Jerusalem visits Armenian Ceramic art exhibition   Glendale Library adds access to vlume Armenian language digital library   I have arrogantly chosen the Almighty but He does not feel like listening to me Susanna Harutyunyan   The Voice Australia Armenias Masha Mnjoyan heads to next round   Vera Nazarian My Armenian side emerges in my fiction   ArmenianEgyptian artist Rita Kevorkian truly a rising talent   What will become of the Cilician See   Tales from Trebizond,"
Culture,"Turkey intends to rebuild the historic Bridge of Ani   Paylan sounds alarm about yearold Armenian monastery in Van   In memory of Yakov Zargaryan We were lucky too   French Armenian actor and Director Simon Abkarian wins big at Molire Theater awards   We are confident that cooperation with the Aznavour Foundation will be a key guarantee for the development of artistic and cultural education Zhanna Andreasyan   Boston Globes Anush Elbakian wins two Emmy awards   Neolithic monument found near Stonehenge   Library of Congress remains unwilling to correct Armenian Massacres subject heading in wake of congressional passage of Armenian Genocide Resolution   Presenting Little Armenias The travel guide of the Armenian Diaspora   Oscars  postponed by two months to April  due to pandemic,"
Culture,"Alicia Sargsyan top contender in Spanish online music performance contest   Gurgen Petrosyan Conducting is a kind of magic   Actor Armen Dzigarkhanyan hospitalized   Digital archives of Armenian National Library restored online   FrenchArmenian director Nora Martirosians film about Artsakh included in Cannes  lineup   Turkeys first Armenian museum opens in the village of Vakifli   Maxim Hovhannisyan made a tangible contribution to the responsible mission of organizing the Artsakh movement Artsakh Republic President   Bared Maronians Orphans of the Genocide documentary now streaming   IDC ANCA and HALC will be launching an advocacy initiative in defense of Hagia Sophias World Heritage Status   Making art and music in a lockdown in Armenia and Germany,"
Culture,"EUWestern Balkans mural in Brussels gets followup in Montenegro   Canadian Doctor creates elegant abstract statues   Raising awareness of migration and COVID  through graffiti and street art in Accra   I discovered the path my ancestors had taken during this dark time and I began to tell their story through music then ultimately film Dan Yessian   Anna Astvatsaturian Turcotte  Under the Same Sun    Harry Potter author to release new childrens book online for free   Discovering Armenia through song   SOAD concert in Armenia could take place in summer   Serj Tankian   Aznavour would be  today   Bridging social distancing for people with autism,"
Culture,"World Day for Cultural Diversity for Dialogue and Development fostering dialogue and respect between different peoples around the world   Roslin Press presents Armenian adaptation of animated series Treasure Island   ANCAWR announces unprecedented  Virtual Gala Banquet   Whatever loses intimacy is no longer of any interest to the art Ovsanna Shekoyan   Masha Mnjoyan winner of inaugural The Voice Armenia will compete for The Voice Australia   Fund for Armenian relief Michael Aram award inaugural scholarship   To live means to have emotions if you do not have emotions it seems like you do not live Lilit Simonyan   Nvak releases Komitas album I cannot come out and play   Art history under lockdown Tufts art historian Maranci discovers Ani Cathedral wall paintings and more   Chhange goes virtual during pandemic,"
Culture,"Rosy Armen celebrates st birthday   Humanity will help us prevail   Calouste Gulbenkian Foundation is launching the BE HEARD prize initiative   ANCAPN and Natural History Museum launch virtual dinosaur tours in Armenian   Maestro Tjeknavorian releases composition on coronavirus in home quarantine   Shahen Mkrtchyan dedicated his whole life to his native Artsakh Bako Sahakyan   Do not take seriously those who are envisioning the death of Armenian cinema   AwardWinning filmmakers Terry George Joe Berlinger Eric Esrailian explore the power of The promise and Intent to destroy   Armenia issues collector coins dedicated to Gevorg Chavush and th anniversary of WWII Victory   Polish photographer Tomek Kaczor and his Armenian girl,"
Culture,"Samvel Karapetyans clats de Voix and Armenian cultural heritage   Getting inspiration from the visible world I have always returned to my studio and created my world Guy Ghazanchyan   Peace of Art billboards promoting resilience Genocide awareness   Rob Kardashian claims he feared for his life after Blac Chyna threatened him at gunpoint   I have lived a difficult life which made me realize there are few things in the world that are not in our hands Anahit Dilbaryan   Way back home   Daron Yacoubian Advances on Disney  Shop Class Competition Show   Remembering the roots Kourtney Kardashian reflects on trip to Armenia   Animal behavior   Today my neighbourhood in Frankfurt does not vary from our neighbourhood in Abovyan at all Anahit Hayrapetyan,"
Culture,"Serj Tankian Sebu Simonian and Misho join for new song video   Vincent van Gogh painting stolen during overnight raid on Netherlands museum The Telegraph   Armenian State Symphony Orchestra dedicates performance to health workers   Comedian Mary Basmadjian delivering the laughs when we need them the most   Plcido Domingo test positive for COVID   Diran and Garo Tavitjan We represent Macedonia but respect our Armenian roots   Local Armenian teacher author becomes YouTube sensation during COVID outbreak   Discover Armenias gastronomic scene  National Geographic   Well I am now rawling my way to this road Levon Javakhyan   Eurovision  in Rotterdam cancelled,"
Culture,"Enjoy the best opera and ballet performances at home   Katarina Kacunkovic Through my Granny i feel my Armenian roots   Ruins of Ani puts history in perspective   I stand in front of the mirror and try positioning my mouth for hours but I do not end up having a crooked mouth this means the photo has been photoshopped   Rockstar v Winston System of a Down frontman calls on NZ to recognise genocide   Armenias Gyumri on Forbes list of  most beautiful places to travel to in spring   Shifty Shaffer Smithsonian too   Christina Maranci to present new discoveries at Ani Cathedral at NAASR   Javakhq historical outline   Exhibition dedicated to national revival and building of new Armenia,"
Culture,"Awardwinning I am not alone to screen in theaters April    Ruins of a yearold Armenian castle found in lake Van  Turkey   EU Village at National Multicultural Festival in Canberra   Classic Childrens Series Frog and Toad Translated into Armenian   Ameriabank as a promoter of Armenian culture launch of An Armenian Odyssey The Color of Pomegranates Festival   Experts confirm Armenian legacy in th century jeweled gun of Sultan Mahmud I   And the Pulitzer Prize went to A lot of Armenians   Lets go to a classical concert Joint project by Galaxy Group of Companies and Armenian State Symphony Orchestra kicks off   AraratEskijian Museum to host talk on politics of early Armenian migration to America   Ani Hovannisians The Hidden Map among films selected for POMontreal film festival,"
Culture,"Maestro Tigran Mansurian visits AMAAs Avedisian School in Yerevan   Karen Samunjan The mosaic of Armenias soul is larger than Armenia   Armenians of Tbilisi celebrated Hovhannes Tumanyans st anniversary   Alain Altinoglu comes to Frankfurt   PM Pashinyan offers condolences on passing of Yuri Davtyan   Nikol Pashinyan attends memorial service for Yervand Manaryan   LA City College to host Armenian Cultural Day   Every art is a road not a stop Mane Baghdasaryan Manne   Mkhitar Hayrapetyan was in Abovyan HouseMuseum with cognitive visit   PM Pashinyan offers condolences on passing of Yervand Manaryan,"
Culture,"Actor filmmaker Yervand Manarian dead at    Yarkhushta is one of the most significant dances of our national identity  Armenia due to host Jarkhushta festival on June    Canadian Armenian directors documentary film highlights Lebanese civil war   Hambardzum Hambardzumyan the popular author of Armenian Trafficking   Fresno State Armenian Studies Program to host musical heritage event   Turkish historian Taner Akcams books on Armenian Genocide available in Arabic   Oscars slammed for leaving Armenian screenwriter Mardik Martin out of In Memoriam list   GreekArmenian singer I have always wanted to represent Armenia in Eurovision   NAASR announces winners of Sona Aronian Armenian Studies book prizes   Palace of Versailles will host Armenian Genocide concert,"
Culture,"Midwives on stage an interview with Chris Bohjalian   Dread and heartbreak experiencing Chris Bohjalians MIDWIVES play   Canadian Armenian Soprano Isabel Bayrakdarian to release new album The Other Cleopatra Queen of Armenia   The success of Vardeli String Quartet in Malta   Peter Balakian Aram Arkun to present The ruins of Ani   The Anahid Award has been an occasion for the Armenian community to be selfaware to take note of the works of literature that are being written now   EUsupported comic book inspires young Armenians to reject and expose corrupt practices   Time out with Manouk Akopyan debuts across major platforms   EUsupported Heritage book was launched in Yerevan   Armenian National Institute exhibit opens at Republic of Armenias Ministry of Defense,"
Culture,"Sabre Dance Aram Khachaturian biopic to hit cinemas on January    Hamazkayin announces winner of  Tllyan Prize in Contemporary Literature   Armenian violinist Sergey Khachadrian recognized worlds best young musician   Tigran Mansurian The Contemporary Classics Composers Festival is a magnificent event motivating and inspiring the Armenian musicians to creative enthusiasm   Arthur Edmund Carewe the first Armenian on Broadway   Operatic roadblocks threaten Tchouhadjians legacy   Composing after Komitas   The Dresden incident is a disgrace and for an actor working in Europe it is even impossible to comprehend Vardan Petrosyan   From the old gods and the Acropolis to the Armenian personality   Archaeologists discover ancient aqueduct near Khor Virap,"
Culture,"Armenian Cultural Night with Agua Caliente Clippers of Ontario   IranianArmenian singer Andy Madadian to be honored with Hollywood Walk of Fame star   Pavel Avetisyan There are ancient graves that have been destroyed   AIWAs Zabel Yessayan book recommended in the NY Times   Hrach Poghosyan The monuments will be destroyed if a parking lot is built under Republic Square   Armenian American screenwriter Steven Zaillian nominated for Oscar   Creative Armenia and AGBU announce  Fellows   Zorats Karer  points about the Armenian Stonehenge   Award winning TV anchor Araksya Karapetyan to keynote Armenian Assembly annual California New Years Gathering   Special places My Little Armenia,"
Culture,"New book to introduce Armenian Saint Gregory of Narek to the world   Annual COAF Gala raises over  million for rural Armenia   Armenian Christmas collaboration and community on display in Chicago   The Miracle of New Year and Christmas childrens creative program took place at the Cafesjian Center for the Arts CCA with Beelines support   Sirushos ARMAT TV program will be on air shortly   Nikol Pashinyan Anna Hakobyan attend gala event on Levon Malkhasyans th birth anniversary   Armenian National Philharmonic Orchestra to perform in Beijing   WithLoveam releases th anniversary collection of handmade Armenian products   The Hakawati Project the Syrian crisis   Gevorg Emins th birthday anniversary was celebrated at Alexander Mantashev Center in Batumi,"
Culture,"When Armenians became a minority   Jivan Avetisyan to attend  Berlinale Talents Summit   Hovhannes Tumanyan   Presentation of three books in Tbilisi   Zareh Tjeknavorians film wins Grand Prix at Kinoskop festival   Christina Alexanian stuns Brookline audience in Notebooks of Anzel Kourtian   AGBU celebrates a decade of showcasing Armenian musical talent at Carnegie Hall   Cultural event held in Abovyan CriminalExecutive Institution   More than  million raised at nd Annual Armenian American Museum Gala   Steven Zaillian nominated for Golden Globe award   Solo concert dedicated to Apostles Thaddeus and Bartholomew,"
Culture,"Sabre Dance Aram Khachaturian biopic to premiere in Armenia on December    Ghapama feast at the beginning of winter   The House of Leaves Tirana Albania wins  Museum Prize   PM Pashinyan Anna Hakobyan attend concert dedicated to Hovhannes Chekidjians st birth anniversary   HDIF aims to turn Armenia into fair trade crocheting nation   Second European Film Festival takes place in Armenia   New souvenir sheet with one stamp dedicated to the theme Prominent Armenians th anniversary of Komitas   Prime Minister his spouse attend Flying over the Cuckoos Nest performance   I am not alone takes first place at AFI FilmFest Los Angeles    Creative art studio The free spirit of artists was not limited by any nominated topic,"
Culture,"Aivazovsky painting sells for  at Christies   yearold remains of female fighter found in Armenia   Armenian Church in Sivas Sebastia to reopen as museum   Contemporary Classics Festival breaks stereotypes   Violinist Suren Hakhnazaryan bestowed with Title of Honored Artist of Armenia   Erevan Choral Society to be honored with Yerevan Mayors Gold Medal at Christmas Concert   Roving Revolutionaries and Missing Pages receive Der Mugrdechian SAS Outstanding Book Award   Raffi Joe Wartanian launches crowdfunding campaign for CRITICAL DISTANCE   She did it again Karin Poghosyan captivates Carnegie Hall   Online voting for Junior Eurovision  is now open Armenia can also vote for its delegate,"
Culture,"Constantine Orbelian has received the th Grammy nomination   Nikol Pashinyan Anna Hakobyan watch The Egyptian Elena by R Strauss at La Scala   Detroit Hamazkayin hosts th annual dance performance   The Armenian Museum is a unique institution with a very rich and extensive collection Dr Alisa Dumikyan   Second European Film Festival in Armenia    Komitas Archimandrites th anniversary celebrated in Batumi Musical Theatre   Poet Jacques Hagopian passes away   PM attends Jamiroquai concert with his family members   How the Lithuanian ambassador purchased dolls of Komitas and Anush   Masis Mayilian attended the events dedicated to the Culture of Artsakh in Moscow,"
Culture,"Connecticut college presents Revisiting the Nut Museum Visionary Art of Elizabeth Tashjian   Handmade items by Syrian Armenian women living in Yerevan were presented at Hayartun Center   Art and artifice in Armenian manuscript illustration   PM and his spouse attend gala concert on Yuri Davtyans th birth anniversary   Writer Soviet dissident Vladimir Bukovsky dies aged    Prime Minister Nikol Pashinyan visits Armen Dzhigarkhanyan in Moscow   Great success of Armenian soprano Hasmik Torosyan at the Opening Night of the  season at the Regio di Torino   Turkish intellectual on Armenian culture Armenian Genocide and apologies   In order to give ourselves the right to speak about the good and better sides of the country we need to be citizens first and reside here Nora Armani   Voyage en Armnie French Artetv to air documentary on Armenia,"
Culture,"Events dedicated to Komitas th Anniversary Aurora Forum was summed up in Tatev   PM extends condolences on demise of Heinrich Elibekyan   Yerevan Mayor hands over Honorary Citizen title to actor Yervand Manaryan   Book review I want to die with a Flag   Album Review The exciting sounds of the Mal Barsamian Band   Los Angeles to dedicate William Saroyan Square in SunlandTujunga   Jivan Avetisyan tells the Truth about Artsakh through film   PM Pashinyan attends premiere of Gate to Heaven drama movie   Ararat The Holy Mount exhibition opens at Armenias National Gallery   POPSTAR TV Vice President Americans dont know about how safe developed and hospitable Armenia is,"
Culture,"Iveta Mukuchyan on her new music video and not betraying her commercial type   Exhibition at California University to feature American Humanitarianism  YMCA Philanthropy in Armenia    FrenchArmenian We did not idolize our kings the same way other nations did   PM joins his wife and daughters to attend WCIT  opening concert   Nature in Anush is humanized to emulate feelings and physical attributes of people Dr Beata Navratil   Eduard Topchjan to make his debut at Concertgebouw   Nikol Pashinyan Anna Hakobyan attend premiere of The Opposite Side of the Earth   Alexis Ohanians book now for sale in Armenia   The Argonauts a new inclusive dance performance premiered in Yerevan   The Gurdjieff Ensemble connects New York audiences to Komitas with a unique twist,"
Culture,"Bako Sahakyan underscored Hovhannes Cheqijyans personal contribution to the development of Armenian national culture   Why Hasmik Papian was not allowed to enter the Opera   Nikol Pashinyan Anna Hakobyan attend concert dedicated to th anniversary of Komitas in Gyumri   Students at the Conservatory are baptized by Komitas grave   Armenia to submit Edgar Baghdasarians Erken Kisher for Oscars    Zvartnots Cultural Committee to host a musical evening celebrating Gomitas   Actor Babken Chobanyan bestowed with Honorary Title of Honored Artist of Armenia   We seek to build the kind of country great maestro Aznavour was dreaming about  Anna Hakobyan   Those ignored in Armenia shine in the US with their success   Consultation on Hrant Matevosyans cultural centermuseum held in Government,"
Culture,"Dilijan series anniversary season opener highlights Benjamin Britten   Garin Hovhannisians I Am Not Alone receives prize at Toronto International Film Festival   Karina Ignatyan to represent Armenia at Junior Eurovision Song Contest     Young Aurora The Three Finalists   Kuwaits Sheikha Hussa Sabah alSalem alSabah Armenia is a small but unique and beautiful country   Prime Minister attends Cultural Dialogue concert   Nikol Pashinyan Anna Hakobyan attend premiere of Cilicia  Land of Lions short film review   Tsitsernakaberd Armenian Genocide Memorial included in map of genocide monuments   The entire hall sang Hov Arek with me in Korea   Tumanyan the Photographer Exhibition honoring the great Armenian poet from another perspective,"
Culture,"Armenian poet Helene Pilibosians papers now at Harvard archives   I Am Not Alone premiered at TIFF in a sold out theatre   To complete the unfinished song   PM Nikol Pashinyan attends concert dedicated to Tigran Mansuryans th anniversary   Remembering Adiss Harmandian   Gurdjieff Ensemble to Perform in New York Chicago and Los Angeles Presented by AGBU   Michael Poghosyans Mountains The Sun and Love to premiere at Salento Intl Film Festival   Armin Wegner asked Franz Werfel not to write his  Days of Musa Dagh   Do we showcase Komitas as Vienna showcases Mozart   All artists need to come to Gyumri to perform not to make money Nune Yesayan,"
Culture,"OneThousand Choristers Honor Aznavour Legacy in Palais des Victioires in Cannes   Carlo Coppola on his Armenian passport and Anatolian Armenians who didnt become citizens   Hidden Sites in Paris Maison de la Culture Armnienne   Arman Nur and the Quest to Reconnect with Nature   Armenian soprano and a Russian mezzo triumph in Madrid at Il trovatore   Kyrgyz artist performs Armenian song in honor of the Armenian delegation video   Iranian model hopes he will be noticed in Armenia   Diasporan Armenian singer to sing for Gyumri   Noteworthy news for Gyumri theater Eyes of a Blue Dog to be presented in English   The oldest Armenian CrossStone Khachkar is in Artsakh,"
Culture,"The premiere of an awardwinning film on Artsakh took place in Brussels   Courageous Turkish directors film has arrived in Armenia   Polish film legend I only knew about Armenia because of cognac until now   th Golden Apricot festival begins   The workshop of stone cross sculptors in the heart of Yerevan   Azeri film to be presented at Golden Apricot film festival   TurkishGerman Author Dogan Akhanli Awarded Goethe Medal   Armenian American Museum Announces Exhibition Design And Master Planning Firm   Concert Series in Brussels to Benefit Rising Talents in Armenia   Smoke on the Water and Shes Gone performed by folk groups Ian Gillan and Tony Iommi amazed,"
Culture,"Tony Iommi Black Sabbath doesnt have plans for tours   Three Armenians included in list of worlds top  violinists   Janbazians Saroyan in Armenian Translation Available Free Online   Ambassador Del Monaco My favorite director is the person who directed the film I havent seen yet   Charles Aznavour memorial plaque inaugurated at first Paris apartment building of Aznavour family   Mikhail Voskresensky As a Jury member of the Khachaturian Competition I will take into consideration the talent and the proficiency of the contestants while assessing their performances   I am Armenian not a Diasporan Armenian   Charles Castronovo  Asmik Grigorian Win Big At The International Opera Awards   USFunded Dashtadem Cultural Preservation Project Complete   A tender sleepwalker deeply in love conquers the Teatro Regio of Turin,"
Culture,"Nikol Pashinyan Nicolas Aznavour discuss establishment of Aznavour Center in Yerevan   Remembering Writer Jos Antonio Gurriarn Friend to the Armenian Nation    Rock legends Ian Gillan and Tony Iommi will celebrate the th anniversary of Rock Aid Armenia in Yerevan   Antoine Wagner is called back to Armenia   Musical Armenia A Stunning Success   Sergey Smbatyan and the London Symphony Orchestra make joint recordings   Swedish Modern Art Photo Exhibition Interruptions to Be Displayed at International Arctic Forum    Carmine Lauri Armenian State Symphony Orchestra is a fantastic collective   Tigran Mansurian A Symposium and Concert Celebrating his th Anniversary   Life can give us more than we expect,"
Culture,"Weapons to jewelry Artwork of brothers from Gyumri presented in Madame Graffigny castlegallery   Warnings from India yearold bridge built by Khoja Petros in danger Armenian writing covered   Indian director filmed part of movie at Geghard and used Armenian spiritual music   Ruben Babayan  million AMD in bonuses is  peoples salaries  new performances  highquality spotlights or  speakers   French Ambassador tweets in Armenian in memory of Michel Legrand   Suren Safaryan  president of Union of Artists   Tumanyans spirit in English   Workers at Ministry of Culture went on strike   The book Armenian Velvet Revolution by Stepan Grigoryan was translated into English    years ago Charles Aznavour for Armenia,"
Culture,"Serj Tankian Set To Release Soundtrack For Award Winning Film Spitak   th century Turkmen mausoleum found in Argavand built by Armenian experts   The Eye of Istanbul photojournalist Ara Guler dies   American artist Armine Aghayants I am taking my step   Statue of Taras Shevchenko unveiled in Yerevans Circular Park   Armenia confirms participation in Eurovision  in Tel Aviv   Francophonie village on Freedom Square   What song was the French soldier singing at Aznavours memorial service Connection between Bratsch group and Aznavour   Montserrat Caballe passes away   Varduhi Khachatryan Viva Cello concert dedicated to Aznavours memory,"
Culture,"The chansonnier sent off with applause for the last time   Henrikh Mkhitaryan Charles Aznavour was the top ambassador of Armenia   Candlelight ceremony in memory of Charles Aznavour   This is a global loss because Aznavour is someone who created not only national but global values Nikol Pashinyan   Roses and candles in memory of Charles Aznavour   Charles Aznavour passes away   Jonathan Lacote Yerevan will be a Francophone center for one week   Armenian National Opera to Perform Carmen in Dubai   Dancing once again at Cascade Yerevan   SyrianArmenian brought pistol from  that was fired during Ayntap battle,"
Culture,"William Saroyans House Museum in Fresno will Open on August    When statues play   The Promise Director Terry George to Receive  ANCAER Freedom Award   FrenchArmenian film director Born in France I feel deeply attached to Armenia   Minister of  Culture on revolution museum   FrenchArmenian director Today I feel more like an Armenian than a French   Anahit Abad I am glad my film is in Golden Apricot   th Golden Apricot unites famous people   th Golden Apricot launched   Karin Hovannisian We want the world to recognize Armenia as a small but powerful creative country,"
Culture,"ArgentinianArmenian filmmaker on Uruguayan films and Golden Apricot Thanks to Armenia I was reborn   The laureate of Queen Elisabeth Competition Denis Kozhukhin has a will to return back to Armenia   They get attention in Diaspora and are neglected in Armenia   Famous soprano Liana Harutyunyan I am looking forward to meeting with Armenian audience with great pleasure   US residing Armenian pianist on the cleanup of Armenian culture and Nuremberg Trial   PolishArmenian artist All artists take great love with them   US Embassy helps alumni bring Art Alive   Minister Makunts to move to Gyumri with pleasure and return frescoes by Minas stolen from Gyumri   I have my personal reasons for loving Armenia composer   Tenor residing in Berlin dedicates a concert to the th anniversary of Yerevans establishment,"
Culture,"Elton John touched upon his visit to Armenia on Instagram   We were discussing when we are going to return Ararat back to us Armen Sargsyan on the meeting with Elton John armeniasputnikam   Elton John in Armenia newsam   Chopin and Komitas Under One Roof in Yerevan   German student I am very happy for the Armenian people   Newly elected Minister of Culture of the Republic of Armenia I am the culture   Sophia Gazarian  From Carnegie Hall to Yerevan   Serj Tankian arrives in Armenia We should keep eyes on Nikol so that he does not disappoint us   Elton John to visit Armenia on  May  Panorama   Serj Tankian not planning concert in Yerevan,"
Culture,"Beyond the call of duty     Serj Tankian arrives in Yerevan on May   PM Nikol Pashinyan   The new Yerevans visual poet   Charles Aznavour receives Japans Order of the Rising Sun   System of a Downs Malakians new song dedicated to Armenian Genocide   Maxim Vengerov I want to convince Maestro Smbatyan to perform Bachs Double Concerto for Two Violins together   Charles Aznavour I invite all parties to come together at the table to find a solution and to avoid any violence   Serj Tankian The youth on the street are the only ones I trust with Armenias future   Serj Tankian to arrive in Armenia tomorrow Haykakan Zhamanak daily   Suren Bagratuni Khachaturyans Contest Revealed Great Performers Vocalists And Conductors to the Music World,"
Culture,"Armenian State Symphony Orchestra Will Perform at Malta International Music Festival as an Official Orchestra   Arno Harutyunovitch Couldnt Not To Write His Nocturne   Stealing Culture Azeris Launch Campaign Claiming Armenian Carpets As Their Own Yerakouyn   Parajanovs restored masterpiece Sayat Nova Mikhail Vartanovs banned The Color of Armenian Land to be released   Turkish film director After shooting a film about Genocide I am considered as the nations enemy in Turkey   Yerevan Opera Liparit Avetisyan win Tsitsernak Awards   Sevak Khanagyan to perform th at Eurovision   French film about the Armenian Genocide starring Gerard Darmon and Samy Naceri   Mamikon Navasardyan pictures Erdogan as a devil   Melik Karapetyan on Armenian and Azerbaijani films on the same platform,"
Culture,"Matenadaran to be open also on Sundays   Statues of antiArmenian historic figures such as Mustafa Kemal Ataturk and Kazim Karabekir placed in Armenian church in Turkey   Taron Muradyans paintings exhibited in Istanbul   Armenian Queen in Florence famous Uffizi Gallery    Qami official music video released   Turkish MP of Armenian descent raises Yeva film banning issue in Turkeys Parliament   A voice to stir the spirit   Armenian traces in Florence   Gyumri painters customers are foreign Ambassadors in Armenia Samvel Galstyan on his sad paintings   Armenian dance and traditional costumes unprecedented concert in Vanadzor,"
Culture,"At the moment I am a singer and a model the time will show my future IraqiArmenian Arman Melikyan on his career   Sevak Khanaghyans Qami song not competitive for Eurovision DerHova Zhoghovurd   Armenian photographer Anush Babajanyan recognized in the  Sony World Photography Awards   Sevak Khanagyan to represent Armenia at Eurovision    Aram Abrahamyans book refreshes widespread understanding of thcentury German composers lives and compositions   Artist Anahid Boghosian debuts solo show at TAG Gallery  Asbarez   Winners announced for Serj Tankians  music challenge   Krzysztof Penderecki is sorry for not knowing Armenian   Saakashvilis book translated into Armenian book discussion banned for  times   Davit Minasyan on Aram Manukians discussion of his sketches I consider it to be normal I am not nervous about it,"
Culture,"Noyan Tapan bookstore also cancels Saakashvilis book presentation   ArtuytParadjanov scarves in Milan fashion week   Armenia abundant in new museums in    Gorgeous Armenian theatre beyond Armenias borders Tigran Virabyans publication   My Nobel Prize is my wife Charles Aznavour   Britain and Armenia A musical bridge   Parajanov museum director Paradjanovs inaction was Moscows will   Broadwayworld About Arthur Elbakyans Professionalism and Mastery   Musical firework at Chamber Music House   Sergey Smbatyans First Concert in  Will Take Place on January  in CransMontana Switzerland Aram Khachaturians Music Will Be Presented,"
Culture,"Evgeny Kissin Your language reminds me of your noble and great architecture   Not to Stage Hamlet What Questions Do You Ask Hakob Ghazanchyan to Journalist    employees from staff dismissed at Opera Theatre Konstantin Orbelyan   Mario Stefano Pietrodarchi Has Arrived in Armenia He Will Perform in Yerevan on December    Elie Berberian A Singer Reignites Passion for Armenian Pop  Armenian Mirror Spectator   Opportunities in Cultural and Creative Sector for Eastern Neighbourhood Countries   Chinese offer jasmine tea Armenians jewellery and sweets photos   Birgul Oguz Mourning makes people feeble but it is also an opportunity at the same time   Armenian artists to leave for New York for army   Gyumri more sensitive than Yerevan,"
Culture,"Azerbaijan irritated by Armenian painters participation in Tbilisi exhibition Georgian Ministry of Foreign Affairs explains   Sergey Khachatryan I am always glad to meet Armenian audience in hall   Worlds exceptional ensemble Otri Trio performed within the framework of the Khachaturian Festival   Painter Our new drams are like some officials shameful to introduce to foreigner   Painter on scandalous banknotes Money is not painting its function is important   Lucine Kasbarian Reveals the Power of Political Cartoons in Changing Hearts Minds and History   How ballet moves to underground   Armenian trumpeter brings first prize from Bulgaria   On top of impregnable cliff how is Kobayravanq renovated   Gagik Parsamyan Armenian learners encompass highranking Polish,"
Culture,"No vacant room at Gyumri hotels Tigran Hamasyan worldwide followers in Armenia   Arpa Film Festival Gives Platform to LGBT Voices in Armenian Filmmaking   Nicknamed coach pianist in Armenia   Famous Belgian tenor does not forget his Armenian professor   Armenian composers concert in San Jose   Artsakh pattern cloths produced in Turkey and brought to Armenia   Armenian writer on Saroyan and Vonneguts spiritual ties in US   Exceptional concert of the Malta Philharmonic Orchestras trio in Yerevan   Shame Armen Amiryan irritated during visit to Targmanchats monastery   I had to practice  days to pronounce shnorhakalutyun correctly,"
Culture,"Acclaimed singer Charles Aznavour and his sister Aida receive the Raoul Wallenberg Medal   Judith Farnworth Armenian families value education   UK Ambassador to Armenia Bigger willingness for cooperation  is noticed by the governments of the two countries   The highest note of the Khachaturian Festival Orca by Serj Tankian   Armen Amiryan receives no request for opening Eclipse   Azerbaijanis consider not only Karabakh but also Armenia as their historical territory   Narine Tukhikyan Mr Amiryan told  no Khavarum eclipse will not reopen   Paintings depicting Yerevan of the s and s to be exhibited for the first time   Scientists We are forced to communicate with world through Russian   The First Argentine Tango Week in Yerevan Kicks Off,"
